,Title,Description,datetime,Category,Agency
320,نرخ روز انواع ارز در بازار آزاد تهران +جدول,قیمت ارز در بازار آزاد تهران در جریان معاملات امروز دوشنبه ۲ آبان ۱۴۰۱ مشخص شد.,2022-10-24 13:16:29,اخبار ارزی,مشرق
321,آرامش بازار ارز در مهرماه با وجود تشدید تحریم‌ها/ دیگر خبری از شوک‌های ارزی دولت قبل نیست,تهران- ایرنا- آرامش بازار ارز در مهرماه امسال با وجود اغتشاشات و تشدید تحریم‌های ظالمانه آمریکا و غرب علیه کشور نشان می‌دهد که اقدامات موثر بانک مرکزی برای مدیریت بازار ارز و تامین نیاز ارزی کشور موفق بوده و دیگر خبری از نوسان شدید و تلاطم در قیمت‌ها نیست و بازار ارز نخستین ماه پاییز را با ثبات پشت سرگذاشت.,2022-10-24 13:02:00,اخبار ارزی,ایرنا
322,اروپا در رکود، روسیه از رکود خارج شد / اجاق گازهای روشن؛ در روسیه فقط چند روبل، در برلین صدها یورو!,این روزها روس ها موضوع زیادی برای لاف زدن ندارند، بنابراین آنچه را که می توانند به دست آورند در آن درنگ نمی کنند. ترول های رسانه های اجتماعی ویدئوهایی را منتشر می کنند که برای مخاطبان اروپایی در نظر گرفته شده و نشان می دهند که اجاق گازهای آنها به صورت مداوم کار می کند. چیزی که ممکن است در برلین صدها یورو هزینه داشته باشد در مسکو به چند روبل می رسد. تمسخر کودکانه است، اما به حقیقتی عمیق تر اشاره می کند: جنگ اقتصادی بین روسیه و غرب در لحظه حساسی است. در حالی که اروپا در آستانه رکود است، روسیه از رکود خارج می شود.,2022-10-24 13:01:56,اخبار ارزی,اقتصاد آنلاین
323,قیمت دلار، درهم و یورو امروز 2 آبان1401/ دلار عقب نشینی کرد,اقتصادنیوز: قیمت دلار امروز مسیر کاهش را دنبال کرد.,2022-10-24 12:46:36,اخبار ارزی,اقتصاد نیوز
324,خانه های خاص مارک زاکربرگ + عکس,مارک زاکربرگ یکی از ثروتمندترین مردان جهان است، بنابراین تعجبی ندارد که او خانه‌های بسیار بزرگ و زیبای زیادی داشته باشد.,2022-10-24 12:36:53,اخبار ارزی,اقتصاد آنلاین
325,کاهش قیمت نفت به 92 دلار,آمار ناامیدکننده تقاضا در چین، قیمت نفت را در بازارهای جهانی بیش از یک دلار کاهش داد.,2022-10-24 12:36:51,اخبار ارزی,ایران اکونومیست
326,دشمنی با دلار به ایستگاه اهرام مصر رسید,رئیس کل جدید بانک مرکزی مصر اعلام کرد که این کشور می‌خواهد شاخص ارزی جدیدی را برای دوری از وابستگی به دلار ایجاد کند.,2022-10-24 12:36:47,اخبار ارزی,ایران اکونومیست
327,صادرات روسیه به چین 1.5 برابر شد,آمار اداره کل گمرک چین نشان می‌دهد، واردات چین از روسیه 51 درصد بالا رفته و به مرز 84 میلیارد دلار رسیده است.,2022-10-24 12:36:40,اخبار ارزی,ایران اکونومیست
328,پیش بینی درآمد روسیه با نفت بشکه‌ای 70 دلار,وزارت اقتصاد روسیه اعلام کرد که شرایط در بازار نفت در حوزه تامین منافع خریداران و فروشندگان چالش‌برانگیز شده است.,2022-10-24 12:36:36,اخبار ارزی,ایران اکونومیست
329,ین ژاپن در برزخ!,در حالی که با بروز احتمال نخست‌وزیری «ریشی سوناک» پوند انگلیس افزایش یافت، ین ژاپن با ادامه‌ی روند کاهشی در برابر دلار، مداخله‌ی مقامات را طلب کرد.,2022-10-24 12:11:30,اخبار ارزی,اخبار ویژه
330,خطر جدی خروج قایدی و محبی از استقلال,اعضای هیات مدیره باشگاه استقلال برای برون رفت از بحرانی که پیشِ روی این باشگاه است، روز گذشته تشکیل جلسه دادند.,2022-10-24 12:02:17,اخبار ارزی,اقتصاد آنلاین
331,شروع با ثبات دلار آبان,نرخ شاخص ارزی در نخستین روز آبان ۱۴۰۱ با ۱۰ تومان کاهش نسبت به نرخ روز پیشین در رقم ۳۲ هزار و ۷۵۰ تومان معامله شد. این در حالی است که خبر‌های منتشر شده در زمینه نشست‌های هسته‌ای ایران و قدرت‌های جهانی فاقد سیگنال‌های مثبت بوده و انتظارات موجود در فضای جامعه و بازار سمت و سوی تورمی دارد.,2022-10-24 12:02:14,اخبار ارزی,اقتصاد 24
332,اختصاص 3 میلیارد دلار خط اعتباری صندوق توسعه‌ به بانک‌های عامل,مدیرعامل صندوق توسعه ملی از اختصاص خط اعتباری 3 میلیارد دلاری صندوق توسعه به بانک‌های عامل برای پرداخت به پروژه‌ها خبر داد.,2022-10-24 12:02:07,اخبار ارزی,ایران اکونومیست
333,نرخ دلار به نقطه اعتدال رسید؟,اقتصاد نیوز : قیمت دلار در معاملات پشت خطی دیشب نوسان محدودی از خود ثبت کرد و همین موضوع باعث شده معامله گران روند حرکتی قیمت دلار در بازار امروز را مانند روز های گذشته ملایم پیش بینی کنند.,2022-10-24 11:41:35,اخبار ارزی,دنیای اقتصاد
334,اختصاص 3 میلیارد دلار خط اعتباری صندوق توسعه‌ به بانک‌های عامل/ 75 درصد تسهیلات صندوق‌ برگشت,مدیرعامل صندوق توسعه ملی از اختصاص خط اعتباری 3 میلیارد دلاری صندوق توسعه به بانک‌های عامل برای پرداخت به پروژه‌ها خبر داد.,2022-10-24 11:41:32,اخبار ارزی,فارس
335,رشد جزئی قیمت بیت کوین,در حال حاضر بازار رمزارزها شاهد رشد بوده و اکنون بیت کوین در کانال ۱۹ هزار دلاری قرار دارد.,2022-10-24 11:32:00,اخبار ارزی,اقتصاد آنلاین
336,قیمت دلار 2 آبان 1401 | قیمت دلار کاهش می یابد؟,,2022-10-24 11:31:58,اخبار ارزی,جام جم آنلاین
337,پیش بینی قیمت دلار 2 آبان در بازار ارز تهران,دلار از ابتدای سال حدود ۲۵ درصد رشد قیمت را تجربه کرده است و همین موضوع نشان می دهد که تمایل برای خرید این ارز در سال ۱۴۰۱ بیشتر شده است. با این حال، اسکناس آمریکایی برای ثبت رکوردهای تاریخی نیاز به خریدهای سنگین تری دارد، چرا که بازارساز نشان داده است حداقل در مرز ۳۳ هزار تومان، عرضه ارز قابل توجه خواهد بود.,2022-10-24 11:26:25,اخبار ارزی,اقتصاد نیوز
338,قیمت دلار و یورو در بازارهای مختلف 2 آبان 1401,نرخ ارز در صرافی ملی امروز دوشنبه اعلام شد و بر این اساس قیمت دلار ثابت ماند و و قیمت یورو نیز 3 تومان نسبت به روز گذشته افزایش یافت.,2022-10-24 11:16:17,اخبار ارزی,سایت طلا
339,عجیب ترین ساعت دنیا با قیمت باورنکردنی! + عکس,ریچارد میل ساعتی عجیب و غریب پر از ایموجی‌های مختلف را با قیمت سرسام‌آور ۱.۲۲ میلیون دلاری (حدود ۳۶ میلیارد تومان) معرفی کرد.,2022-10-24 11:12:03,اخبار ارزی,اقتصاد آنلاین
340,نرخ روز انواع ارز در بازار آزاد تهران +جدول,قیمت ارز در بازار آزاد تهران در جریان معاملات امروز دوشنبه ۲ آبان ۱۴۰۱ مشخص شد.,2022-10-24 13:16:29,اخبار ارزی,مشرق
341,آرامش بازار ارز در مهرماه با وجود تشدید تحریم‌ها/ دیگر خبری از شوک‌های ارزی دولت قبل نیست,تهران- ایرنا- آرامش بازار ارز در مهرماه امسال با وجود اغتشاشات و تشدید تحریم‌های ظالمانه آمریکا و غرب علیه کشور نشان می‌دهد که اقدامات موثر بانک مرکزی برای مدیریت بازار ارز و تامین نیاز ارزی کشور موفق بوده و دیگر خبری از نوسان شدید و تلاطم در قیمت‌ها نیست و بازار ارز نخستین ماه پاییز را با ثبات پشت سرگذاشت.,2022-10-24 13:02:00,اخبار ارزی,ایرنا
342,اروپا در رکود، روسیه از رکود خارج شد / اجاق گازهای روشن؛ در روسیه فقط چند روبل، در برلین صدها یورو!,این روزها روس ها موضوع زیادی برای لاف زدن ندارند، بنابراین آنچه را که می توانند به دست آورند در آن درنگ نمی کنند. ترول های رسانه های اجتماعی ویدئوهایی را منتشر می کنند که برای مخاطبان اروپایی در نظر گرفته شده و نشان می دهند که اجاق گازهای آنها به صورت مداوم کار می کند. چیزی که ممکن است در برلین صدها یورو هزینه داشته باشد در مسکو به چند روبل می رسد. تمسخر کودکانه است، اما به حقیقتی عمیق تر اشاره می کند: جنگ اقتصادی بین روسیه و غرب در لحظه حساسی است. در حالی که اروپا در آستانه رکود است، روسیه از رکود خارج می شود.,2022-10-24 13:01:56,اخبار ارزی,اقتصاد آنلاین
343,قیمت دلار، درهم و یورو امروز 2 آبان1401/ دلار عقب نشینی کرد,اقتصادنیوز: قیمت دلار امروز مسیر کاهش را دنبال کرد.,2022-10-24 12:46:36,اخبار ارزی,اقتصاد نیوز
344,خانه های خاص مارک زاکربرگ + عکس,مارک زاکربرگ یکی از ثروتمندترین مردان جهان است، بنابراین تعجبی ندارد که او خانه‌های بسیار بزرگ و زیبای زیادی داشته باشد.,2022-10-24 12:36:53,اخبار ارزی,اقتصاد آنلاین
345,کاهش قیمت نفت به 92 دلار,آمار ناامیدکننده تقاضا در چین، قیمت نفت را در بازارهای جهانی بیش از یک دلار کاهش داد.,2022-10-24 12:36:51,اخبار ارزی,ایران اکونومیست
346,دشمنی با دلار به ایستگاه اهرام مصر رسید,رئیس کل جدید بانک مرکزی مصر اعلام کرد که این کشور می‌خواهد شاخص ارزی جدیدی را برای دوری از وابستگی به دلار ایجاد کند.,2022-10-24 12:36:47,اخبار ارزی,ایران اکونومیست
347,صادرات روسیه به چین 1.5 برابر شد,آمار اداره کل گمرک چین نشان می‌دهد، واردات چین از روسیه 51 درصد بالا رفته و به مرز 84 میلیارد دلار رسیده است.,2022-10-24 12:36:40,اخبار ارزی,ایران اکونومیست
348,پیش بینی درآمد روسیه با نفت بشکه‌ای 70 دلار,وزارت اقتصاد روسیه اعلام کرد که شرایط در بازار نفت در حوزه تامین منافع خریداران و فروشندگان چالش‌برانگیز شده است.,2022-10-24 12:36:36,اخبار ارزی,ایران اکونومیست
349,ین ژاپن در برزخ!,در حالی که با بروز احتمال نخست‌وزیری «ریشی سوناک» پوند انگلیس افزایش یافت، ین ژاپن با ادامه‌ی روند کاهشی در برابر دلار، مداخله‌ی مقامات را طلب کرد.,2022-10-24 12:11:30,اخبار ارزی,اخبار ویژه
350,خطر جدی خروج قایدی و محبی از استقلال,اعضای هیات مدیره باشگاه استقلال برای برون رفت از بحرانی که پیشِ روی این باشگاه است، روز گذشته تشکیل جلسه دادند.,2022-10-24 12:02:17,اخبار ارزی,اقتصاد آنلاین
351,شروع با ثبات دلار آبان,نرخ شاخص ارزی در نخستین روز آبان ۱۴۰۱ با ۱۰ تومان کاهش نسبت به نرخ روز پیشین در رقم ۳۲ هزار و ۷۵۰ تومان معامله شد. این در حالی است که خبر‌های منتشر شده در زمینه نشست‌های هسته‌ای ایران و قدرت‌های جهانی فاقد سیگنال‌های مثبت بوده و انتظارات موجود در فضای جامعه و بازار سمت و سوی تورمی دارد.,2022-10-24 12:02:14,اخبار ارزی,اقتصاد 24
352,اختصاص 3 میلیارد دلار خط اعتباری صندوق توسعه‌ به بانک‌های عامل,مدیرعامل صندوق توسعه ملی از اختصاص خط اعتباری 3 میلیارد دلاری صندوق توسعه به بانک‌های عامل برای پرداخت به پروژه‌ها خبر داد.,2022-10-24 12:02:07,اخبار ارزی,ایران اکونومیست
353,نرخ دلار به نقطه اعتدال رسید؟,اقتصاد نیوز : قیمت دلار در معاملات پشت خطی دیشب نوسان محدودی از خود ثبت کرد و همین موضوع باعث شده معامله گران روند حرکتی قیمت دلار در بازار امروز را مانند روز های گذشته ملایم پیش بینی کنند.,2022-10-24 11:41:35,اخبار ارزی,دنیای اقتصاد
354,اختصاص 3 میلیارد دلار خط اعتباری صندوق توسعه‌ به بانک‌های عامل/ 75 درصد تسهیلات صندوق‌ برگشت,مدیرعامل صندوق توسعه ملی از اختصاص خط اعتباری 3 میلیارد دلاری صندوق توسعه به بانک‌های عامل برای پرداخت به پروژه‌ها خبر داد.,2022-10-24 11:41:32,اخبار ارزی,فارس
355,رشد جزئی قیمت بیت کوین,در حال حاضر بازار رمزارزها شاهد رشد بوده و اکنون بیت کوین در کانال ۱۹ هزار دلاری قرار دارد.,2022-10-24 11:32:00,اخبار ارزی,اقتصاد آنلاین
356,قیمت دلار 2 آبان 1401 | قیمت دلار کاهش می یابد؟,,2022-10-24 11:31:58,اخبار ارزی,جام جم آنلاین
357,پیش بینی قیمت دلار 2 آبان در بازار ارز تهران,دلار از ابتدای سال حدود ۲۵ درصد رشد قیمت را تجربه کرده است و همین موضوع نشان می دهد که تمایل برای خرید این ارز در سال ۱۴۰۱ بیشتر شده است. با این حال، اسکناس آمریکایی برای ثبت رکوردهای تاریخی نیاز به خریدهای سنگین تری دارد، چرا که بازارساز نشان داده است حداقل در مرز ۳۳ هزار تومان، عرضه ارز قابل توجه خواهد بود.,2022-10-24 11:26:25,اخبار ارزی,اقتصاد نیوز
358,قیمت دلار و یورو در بازارهای مختلف 2 آبان 1401,نرخ ارز در صرافی ملی امروز دوشنبه اعلام شد و بر این اساس قیمت دلار ثابت ماند و و قیمت یورو نیز 3 تومان نسبت به روز گذشته افزایش یافت.,2022-10-24 11:16:17,اخبار ارزی,سایت طلا
359,عجیب ترین ساعت دنیا با قیمت باورنکردنی! + عکس,ریچارد میل ساعتی عجیب و غریب پر از ایموجی‌های مختلف را با قیمت سرسام‌آور ۱.۲۲ میلیون دلاری (حدود ۳۶ میلیارد تومان) معرفی کرد.,2022-10-24 11:12:03,اخبار ارزی,اقتصاد آنلاین
360,نرخ روز انواع ارز در بازار آزاد تهران +جدول,قیمت ارز در بازار آزاد تهران در جریان معاملات امروز دوشنبه ۲ آبان ۱۴۰۱ مشخص شد.,2022-10-24 13:16:29,اخبار ارزی,مشرق
361,آرامش بازار ارز در مهرماه با وجود تشدید تحریم‌ها/ دیگر خبری از شوک‌های ارزی دولت قبل نیست,تهران- ایرنا- آرامش بازار ارز در مهرماه امسال با وجود اغتشاشات و تشدید تحریم‌های ظالمانه آمریکا و غرب علیه کشور نشان می‌دهد که اقدامات موثر بانک مرکزی برای مدیریت بازار ارز و تامین نیاز ارزی کشور موفق بوده و دیگر خبری از نوسان شدید و تلاطم در قیمت‌ها نیست و بازار ارز نخستین ماه پاییز را با ثبات پشت سرگذاشت.,2022-10-24 13:02:00,اخبار ارزی,ایرنا
362,اروپا در رکود، روسیه از رکود خارج شد / اجاق گازهای روشن؛ در روسیه فقط چند روبل، در برلین صدها یورو!,این روزها روس ها موضوع زیادی برای لاف زدن ندارند، بنابراین آنچه را که می توانند به دست آورند در آن درنگ نمی کنند. ترول های رسانه های اجتماعی ویدئوهایی را منتشر می کنند که برای مخاطبان اروپایی در نظر گرفته شده و نشان می دهند که اجاق گازهای آنها به صورت مداوم کار می کند. چیزی که ممکن است در برلین صدها یورو هزینه داشته باشد در مسکو به چند روبل می رسد. تمسخر کودکانه است، اما به حقیقتی عمیق تر اشاره می کند: جنگ اقتصادی بین روسیه و غرب در لحظه حساسی است. در حالی که اروپا در آستانه رکود است، روسیه از رکود خارج می شود.,2022-10-24 13:01:56,اخبار ارزی,اقتصاد آنلاین
363,قیمت دلار، درهم و یورو امروز 2 آبان1401/ دلار عقب نشینی کرد,اقتصادنیوز: قیمت دلار امروز مسیر کاهش را دنبال کرد.,2022-10-24 12:46:36,اخبار ارزی,اقتصاد نیوز
364,خانه های خاص مارک زاکربرگ + عکس,مارک زاکربرگ یکی از ثروتمندترین مردان جهان است، بنابراین تعجبی ندارد که او خانه‌های بسیار بزرگ و زیبای زیادی داشته باشد.,2022-10-24 12:36:53,اخبار ارزی,اقتصاد آنلاین
365,کاهش قیمت نفت به 92 دلار,آمار ناامیدکننده تقاضا در چین، قیمت نفت را در بازارهای جهانی بیش از یک دلار کاهش داد.,2022-10-24 12:36:51,اخبار ارزی,ایران اکونومیست
366,دشمنی با دلار به ایستگاه اهرام مصر رسید,رئیس کل جدید بانک مرکزی مصر اعلام کرد که این کشور می‌خواهد شاخص ارزی جدیدی را برای دوری از وابستگی به دلار ایجاد کند.,2022-10-24 12:36:47,اخبار ارزی,ایران اکونومیست
367,صادرات روسیه به چین 1.5 برابر شد,آمار اداره کل گمرک چین نشان می‌دهد، واردات چین از روسیه 51 درصد بالا رفته و به مرز 84 میلیارد دلار رسیده است.,2022-10-24 12:36:40,اخبار ارزی,ایران اکونومیست
368,پیش بینی درآمد روسیه با نفت بشکه‌ای 70 دلار,وزارت اقتصاد روسیه اعلام کرد که شرایط در بازار نفت در حوزه تامین منافع خریداران و فروشندگان چالش‌برانگیز شده است.,2022-10-24 12:36:36,اخبار ارزی,ایران اکونومیست
369,ین ژاپن در برزخ!,در حالی که با بروز احتمال نخست‌وزیری «ریشی سوناک» پوند انگلیس افزایش یافت، ین ژاپن با ادامه‌ی روند کاهشی در برابر دلار، مداخله‌ی مقامات را طلب کرد.,2022-10-24 12:11:30,اخبار ارزی,اخبار ویژه
370,خطر جدی خروج قایدی و محبی از استقلال,اعضای هیات مدیره باشگاه استقلال برای برون رفت از بحرانی که پیشِ روی این باشگاه است، روز گذشته تشکیل جلسه دادند.,2022-10-24 12:02:17,اخبار ارزی,اقتصاد آنلاین
371,شروع با ثبات دلار آبان,نرخ شاخص ارزی در نخستین روز آبان ۱۴۰۱ با ۱۰ تومان کاهش نسبت به نرخ روز پیشین در رقم ۳۲ هزار و ۷۵۰ تومان معامله شد. این در حالی است که خبر‌های منتشر شده در زمینه نشست‌های هسته‌ای ایران و قدرت‌های جهانی فاقد سیگنال‌های مثبت بوده و انتظارات موجود در فضای جامعه و بازار سمت و سوی تورمی دارد.,2022-10-24 12:02:14,اخبار ارزی,اقتصاد 24
372,اختصاص 3 میلیارد دلار خط اعتباری صندوق توسعه‌ به بانک‌های عامل,مدیرعامل صندوق توسعه ملی از اختصاص خط اعتباری 3 میلیارد دلاری صندوق توسعه به بانک‌های عامل برای پرداخت به پروژه‌ها خبر داد.,2022-10-24 12:02:07,اخبار ارزی,ایران اکونومیست
373,نرخ دلار به نقطه اعتدال رسید؟,اقتصاد نیوز : قیمت دلار در معاملات پشت خطی دیشب نوسان محدودی از خود ثبت کرد و همین موضوع باعث شده معامله گران روند حرکتی قیمت دلار در بازار امروز را مانند روز های گذشته ملایم پیش بینی کنند.,2022-10-24 11:41:35,اخبار ارزی,دنیای اقتصاد
374,اختصاص 3 میلیارد دلار خط اعتباری صندوق توسعه‌ به بانک‌های عامل/ 75 درصد تسهیلات صندوق‌ برگشت,مدیرعامل صندوق توسعه ملی از اختصاص خط اعتباری 3 میلیارد دلاری صندوق توسعه به بانک‌های عامل برای پرداخت به پروژه‌ها خبر داد.,2022-10-24 11:41:32,اخبار ارزی,فارس
375,رشد جزئی قیمت بیت کوین,در حال حاضر بازار رمزارزها شاهد رشد بوده و اکنون بیت کوین در کانال ۱۹ هزار دلاری قرار دارد.,2022-10-24 11:32:00,اخبار ارزی,اقتصاد آنلاین
376,قیمت دلار 2 آبان 1401 | قیمت دلار کاهش می یابد؟,,2022-10-24 11:31:58,اخبار ارزی,جام جم آنلاین
377,پیش بینی قیمت دلار 2 آبان در بازار ارز تهران,دلار از ابتدای سال حدود ۲۵ درصد رشد قیمت را تجربه کرده است و همین موضوع نشان می دهد که تمایل برای خرید این ارز در سال ۱۴۰۱ بیشتر شده است. با این حال، اسکناس آمریکایی برای ثبت رکوردهای تاریخی نیاز به خریدهای سنگین تری دارد، چرا که بازارساز نشان داده است حداقل در مرز ۳۳ هزار تومان، عرضه ارز قابل توجه خواهد بود.,2022-10-24 11:26:25,اخبار ارزی,اقتصاد نیوز
378,قیمت دلار و یورو در بازارهای مختلف 2 آبان 1401,نرخ ارز در صرافی ملی امروز دوشنبه اعلام شد و بر این اساس قیمت دلار ثابت ماند و و قیمت یورو نیز 3 تومان نسبت به روز گذشته افزایش یافت.,2022-10-24 11:16:17,اخبار ارزی,سایت طلا
379,عجیب ترین ساعت دنیا با قیمت باورنکردنی! + عکس,ریچارد میل ساعتی عجیب و غریب پر از ایموجی‌های مختلف را با قیمت سرسام‌آور ۱.۲۲ میلیون دلاری (حدود ۳۶ میلیارد تومان) معرفی کرد.,2022-10-24 11:12:03,اخبار ارزی,اقتصاد آنلاین
380,نرخ روز انواع ارز در بازار آزاد تهران +جدول,قیمت ارز در بازار آزاد تهران در جریان معاملات امروز دوشنبه ۲ آبان ۱۴۰۱ مشخص شد.,2022-10-24 13:16:29,اخبار ارزی,مشرق
381,آرامش بازار ارز در مهرماه با وجود تشدید تحریم‌ها/ دیگر خبری از شوک‌های ارزی دولت قبل نیست,تهران- ایرنا- آرامش بازار ارز در مهرماه امسال با وجود اغتشاشات و تشدید تحریم‌های ظالمانه آمریکا و غرب علیه کشور نشان می‌دهد که اقدامات موثر بانک مرکزی برای مدیریت بازار ارز و تامین نیاز ارزی کشور موفق بوده و دیگر خبری از نوسان شدید و تلاطم در قیمت‌ها نیست و بازار ارز نخستین ماه پاییز را با ثبات پشت سرگذاشت.,2022-10-24 13:02:00,اخبار ارزی,ایرنا
382,اروپا در رکود، روسیه از رکود خارج شد / اجاق گازهای روشن؛ در روسیه فقط چند روبل، در برلین صدها یورو!,این روزها روس ها موضوع زیادی برای لاف زدن ندارند، بنابراین آنچه را که می توانند به دست آورند در آن درنگ نمی کنند. ترول های رسانه های اجتماعی ویدئوهایی را منتشر می کنند که برای مخاطبان اروپایی در نظر گرفته شده و نشان می دهند که اجاق گازهای آنها به صورت مداوم کار می کند. چیزی که ممکن است در برلین صدها یورو هزینه داشته باشد در مسکو به چند روبل می رسد. تمسخر کودکانه است، اما به حقیقتی عمیق تر اشاره می کند: جنگ اقتصادی بین روسیه و غرب در لحظه حساسی است. در حالی که اروپا در آستانه رکود است، روسیه از رکود خارج می شود.,2022-10-24 13:01:56,اخبار ارزی,اقتصاد آنلاین
383,قیمت دلار، درهم و یورو امروز 2 آبان1401/ دلار عقب نشینی کرد,اقتصادنیوز: قیمت دلار امروز مسیر کاهش را دنبال کرد.,2022-10-24 12:46:36,اخبار ارزی,اقتصاد نیوز
384,خانه های خاص مارک زاکربرگ + عکس,مارک زاکربرگ یکی از ثروتمندترین مردان جهان است، بنابراین تعجبی ندارد که او خانه‌های بسیار بزرگ و زیبای زیادی داشته باشد.,2022-10-24 12:36:53,اخبار ارزی,اقتصاد آنلاین
385,کاهش قیمت نفت به 92 دلار,آمار ناامیدکننده تقاضا در چین، قیمت نفت را در بازارهای جهانی بیش از یک دلار کاهش داد.,2022-10-24 12:36:51,اخبار ارزی,ایران اکونومیست
386,دشمنی با دلار به ایستگاه اهرام مصر رسید,رئیس کل جدید بانک مرکزی مصر اعلام کرد که این کشور می‌خواهد شاخص ارزی جدیدی را برای دوری از وابستگی به دلار ایجاد کند.,2022-10-24 12:36:47,اخبار ارزی,ایران اکونومیست
387,صادرات روسیه به چین 1.5 برابر شد,آمار اداره کل گمرک چین نشان می‌دهد، واردات چین از روسیه 51 درصد بالا رفته و به مرز 84 میلیارد دلار رسیده است.,2022-10-24 12:36:40,اخبار ارزی,ایران اکونومیست
388,پیش بینی درآمد روسیه با نفت بشکه‌ای 70 دلار,وزارت اقتصاد روسیه اعلام کرد که شرایط در بازار نفت در حوزه تامین منافع خریداران و فروشندگان چالش‌برانگیز شده است.,2022-10-24 12:36:36,اخبار ارزی,ایران اکونومیست
389,ین ژاپن در برزخ!,در حالی که با بروز احتمال نخست‌وزیری «ریشی سوناک» پوند انگلیس افزایش یافت، ین ژاپن با ادامه‌ی روند کاهشی در برابر دلار، مداخله‌ی مقامات را طلب کرد.,2022-10-24 12:11:30,اخبار ارزی,اخبار ویژه
390,خطر جدی خروج قایدی و محبی از استقلال,اعضای هیات مدیره باشگاه استقلال برای برون رفت از بحرانی که پیشِ روی این باشگاه است، روز گذشته تشکیل جلسه دادند.,2022-10-24 12:02:17,اخبار ارزی,اقتصاد آنلاین
391,شروع با ثبات دلار آبان,نرخ شاخص ارزی در نخستین روز آبان ۱۴۰۱ با ۱۰ تومان کاهش نسبت به نرخ روز پیشین در رقم ۳۲ هزار و ۷۵۰ تومان معامله شد. این در حالی است که خبر‌های منتشر شده در زمینه نشست‌های هسته‌ای ایران و قدرت‌های جهانی فاقد سیگنال‌های مثبت بوده و انتظارات موجود در فضای جامعه و بازار سمت و سوی تورمی دارد.,2022-10-24 12:02:14,اخبار ارزی,اقتصاد 24
392,اختصاص 3 میلیارد دلار خط اعتباری صندوق توسعه‌ به بانک‌های عامل,مدیرعامل صندوق توسعه ملی از اختصاص خط اعتباری 3 میلیارد دلاری صندوق توسعه به بانک‌های عامل برای پرداخت به پروژه‌ها خبر داد.,2022-10-24 12:02:07,اخبار ارزی,ایران اکونومیست
393,نرخ دلار به نقطه اعتدال رسید؟,اقتصاد نیوز : قیمت دلار در معاملات پشت خطی دیشب نوسان محدودی از خود ثبت کرد و همین موضوع باعث شده معامله گران روند حرکتی قیمت دلار در بازار امروز را مانند روز های گذشته ملایم پیش بینی کنند.,2022-10-24 11:41:35,اخبار ارزی,دنیای اقتصاد
394,اختصاص 3 میلیارد دلار خط اعتباری صندوق توسعه‌ به بانک‌های عامل/ 75 درصد تسهیلات صندوق‌ برگشت,مدیرعامل صندوق توسعه ملی از اختصاص خط اعتباری 3 میلیارد دلاری صندوق توسعه به بانک‌های عامل برای پرداخت به پروژه‌ها خبر داد.,2022-10-24 11:41:32,اخبار ارزی,فارس
395,رشد جزئی قیمت بیت کوین,در حال حاضر بازار رمزارزها شاهد رشد بوده و اکنون بیت کوین در کانال ۱۹ هزار دلاری قرار دارد.,2022-10-24 11:32:00,اخبار ارزی,اقتصاد آنلاین
396,قیمت دلار 2 آبان 1401 | قیمت دلار کاهش می یابد؟,,2022-10-24 11:31:58,اخبار ارزی,جام جم آنلاین
397,پیش بینی قیمت دلار 2 آبان در بازار ارز تهران,دلار از ابتدای سال حدود ۲۵ درصد رشد قیمت را تجربه کرده است و همین موضوع نشان می دهد که تمایل برای خرید این ارز در سال ۱۴۰۱ بیشتر شده است. با این حال، اسکناس آمریکایی برای ثبت رکوردهای تاریخی نیاز به خریدهای سنگین تری دارد، چرا که بازارساز نشان داده است حداقل در مرز ۳۳ هزار تومان، عرضه ارز قابل توجه خواهد بود.,2022-10-24 11:26:25,اخبار ارزی,اقتصاد نیوز
398,قیمت دلار و یورو در بازارهای مختلف 2 آبان 1401,نرخ ارز در صرافی ملی امروز دوشنبه اعلام شد و بر این اساس قیمت دلار ثابت ماند و و قیمت یورو نیز 3 تومان نسبت به روز گذشته افزایش یافت.,2022-10-24 11:16:17,اخبار ارزی,سایت طلا
399,عجیب ترین ساعت دنیا با قیمت باورنکردنی! + عکس,ریچارد میل ساعتی عجیب و غریب پر از ایموجی‌های مختلف را با قیمت سرسام‌آور ۱.۲۲ میلیون دلاری (حدود ۳۶ میلیارد تومان) معرفی کرد.,2022-10-24 11:12:03,اخبار ارزی,اقتصاد آنلاین
400,نرخ روز انواع ارز در بازار آزاد تهران +جدول,قیمت ارز در بازار آزاد تهران در جریان معاملات امروز دوشنبه ۲ آبان ۱۴۰۱ مشخص شد.,2022-10-24 13:16:29,اخبار ارزی,مشرق
401,آرامش بازار ارز در مهرماه با وجود تشدید تحریم‌ها/ دیگر خبری از شوک‌های ارزی دولت قبل نیست,تهران- ایرنا- آرامش بازار ارز در مهرماه امسال با وجود اغتشاشات و تشدید تحریم‌های ظالمانه آمریکا و غرب علیه کشور نشان می‌دهد که اقدامات موثر بانک مرکزی برای مدیریت بازار ارز و تامین نیاز ارزی کشور موفق بوده و دیگر خبری از نوسان شدید و تلاطم در قیمت‌ها نیست و بازار ارز نخستین ماه پاییز را با ثبات پشت سرگذاشت.,2022-10-24 13:02:00,اخبار ارزی,ایرنا
